age,job,salary,marital,education,targeted,balance,housing,contact,default
57,services,70000,divorced,primary,yes,362,no,cellular,no
52,services,70000,married,secondary,yes,393,yes,cellular,no
30,management,100000,single,tertiary,no,1572,no,cellular,no
43,management,100000,married,tertiary,yes,344,yes,cellular,no
43,technician,60000,married,secondary,yes,3049,no,cellular,no
46,technician,60000,divorced,secondary,yes,741,yes,cellular,no
41,management,100000,married,tertiary,yes,226,no,cellular,no
28,student,4000,single,tertiary,no,1096,no,cellular,no
27,management,100000,single,secondary,yes,589,no,cellular,no
32,admin.,50000,single,secondary,yes,254,yes,cellular,no
48,technician,60000,married,secondary,yes,0,yes,cellular,no
46,management,100000,married,tertiary,yes,460,no,cellular,no
30,admin.,50000,single,secondary,yes,1309,no,cellular,no
42,technician,60000,single,secondary,yes,823,yes,cellular,no
27,technician,60000,single,tertiary,no,28,no,cellular,no
43,technician,60000,married,secondary,yes,-57,no,cellular,no
29,admin.,50000,single,secondary,yes,187,no,cellular,no
28,student,4000,single,secondary,yes,101,no,cellular,no
26,unemployed,8000,single,secondary,yes,461,no,cellular,no
29,blue-collar,20000,single,secondary,yes,415,no,cellular,no
44,services,70000,married,secondary,yes,983,no,cellular,no
28,unemployed,8000,single,secondary,yes,23,no,cellular,no
43,services,70000,married,secondary,yes,2478,yes,cellular,no
52,technician,60000,married,unknown,no,425,yes,cellular,no
58,blue-collar,20000,married,secondary,yes,584,no,cellular,no
52,technician,60000,married,secondary,yes,-35,no,cellular,no
33,management,100000,married,tertiary,yes,373,no,cellular,no
33,admin.,50000,married,secondary,yes,4012,no,cellular,no
32,unemployed,8000,single,secondary,yes,71,no,cellular,no
33,management,100000,married,tertiary,yes,332,yes,cellular,no
31,management,100000,single,tertiary,no,581,yes,cellular,no
58,technician,60000,married,secondary,yes,178,no,cellular,no
34,unknown,0,single,secondary,yes,859,no,cellular,no
47,blue-collar,20000,married,primary,yes,1452,yes,cellular,no
36,management,100000,married,tertiary,yes,105,no,cellular,no
26,blue-collar,20000,single,secondary,yes,78,no,telephone,no
50,blue-collar,20000,married,secondary,yes,378,yes,cellular,no
55,services,70000,divorced,secondary,yes,322,yes,cellular,no
30,management,100000,single,tertiary,no,119,no,cellular,no
53,self-employed,60000,married,tertiary,yes,1672,no,cellular,no
52,unemployed,8000,married,primary,yes,20,yes,telephone,no
41,management,100000,married,tertiary,yes,102,no,cellular,no
58,unemployed,8000,married,primary,yes,446,no,cellular,no
49,management,100000,divorced,secondary,yes,613,no,cellular,no
58,admin.,50000,married,unknown,no,903,no,cellular,no
31,management,100000,married,tertiary,yes,804,no,cellular,no
52,technician,60000,married,secondary,yes,98,yes,cellular,no
45,technician,60000,married,secondary,yes,1686,no,cellular,no
58,retired,55000,married,secondary,yes,374,yes,cellular,no
51,management,100000,married,tertiary,yes,409,yes,cellular,no
45,technician,60000,married,unknown,no,1938,no,cellular,no
55,blue-collar,20000,married,secondary,yes,93,no,cellular,no
57,retired,55000,married,tertiary,yes,34,no,cellular,no
39,unknown,0,single,unknown,no,0,no,telephone,no
41,admin.,50000,divorced,secondary,yes,1088,yes,cellular,no
37,technician,60000,married,secondary,yes,3720,yes,cellular,no
46,management,100000,married,unknown,no,638,yes,cellular,no
54,unemployed,8000,divorced,secondary,yes,550,no,cellular,no
26,technician,60000,single,secondary,yes,3244,no,cellular,no
31,technician,60000,single,tertiary,no,53,no,cellular,no
59,unemployed,8000,married,secondary,yes,309,no,cellular,no
48,technician,60000,married,secondary,yes,0,no,cellular,no
44,blue-collar,20000,married,primary,yes,8,no,cellular,no
53,technician,60000,married,secondary,yes,529,yes,cellular,no
54,entrepreneur,120000,married,tertiary,yes,1129,no,cellular,no
57,management,100000,married,secondary,yes,0,no,cellular,no
44,unemployed,8000,single,secondary,yes,3945,no,cellular,no
60,retired,55000,married,primary,yes,1216,no,cellular,no
45,housemaid,16000,married,primary,yes,1526,yes,telephone,no
41,blue-collar,20000,married,primary,yes,620,no,cellular,no
41,services,70000,divorced,secondary,yes,1400,no,cellular,no
29,admin.,50000,married,secondary,yes,19,no,cellular,no
54,retired,55000,divorced,tertiary,no,726,no,cellular,no
56,unemployed,8000,married,secondary,yes,-246,no,cellular,no
31,unemployed,8000,married,secondary,yes,20,no,cellular,no
43,self-employed,60000,married,secondary,yes,284,no,cellular,no
32,services,70000,single,secondary,yes,951,no,cellular,no
35,unemployed,8000,single,primary,yes,-17,no,cellular,no
44,technician,60000,married,secondary,yes,306,yes,cellular,no
31,technician,60000,married,secondary,yes,0,yes,cellular,no
38,technician,60000,single,secondary,yes,275,yes,cellular,no
31,housemaid,16000,single,tertiary,no,596,no,telephone,no
43,blue-collar,20000,married,primary,yes,2317,no,cellular,no
38,blue-collar,20000,married,secondary,yes,105,yes,cellular,no
46,management,100000,divorced,tertiary,no,194,no,cellular,no
50,blue-collar,20000,single,tertiary,no,218,no,cellular,no
45,management,100000,married,secondary,yes,0,yes,cellular,no
35,blue-collar,20000,married,primary,yes,21,no,cellular,no
44,admin.,50000,married,primary,yes,127,yes,cellular,no
55,unemployed,8000,married,secondary,yes,512,no,cellular,no
36,services,70000,married,tertiary,yes,301,no,cellular,no
37,housemaid,16000,married,secondary,yes,723,no,telephone,no
26,admin.,50000,single,secondary,yes,52,no,cellular,no
49,unemployed,8000,married,primary,yes,213,no,cellular,no
31,self-employed,60000,single,tertiary,no,1657,yes,cellular,no
38,management,100000,married,tertiary,yes,1066,yes,cellular,no
51,admin.,50000,married,secondary,yes,176,no,cellular,no
44,admin.,50000,married,secondary,yes,429,yes,cellular,no
42,housemaid,16000,single,secondary,yes,578,no,telephone,no
58,unemployed,8000,married,secondary,yes,149,yes,cellular,no
53,housemaid,16000,married,tertiary,yes,554,no,cellular,no
48,management,100000,divorced,tertiary,no,5978,no,cellular,no
45,management,100000,divorced,tertiary,no,347,no,cellular,no
60,self-employed,60000,married,primary,yes,362,no,cellular,no
60,retired,55000,married,secondary,yes,372,no,cellular,no
48,technician,60000,married,secondary,yes,340,yes,cellular,no
35,management,100000,married,tertiary,yes,436,no,cellular,no
41,housemaid,16000,married,primary,yes,2429,no,cellular,no
56,admin.,50000,divorced,secondary,yes,3869,no,cellular,no
59,retired,55000,divorced,secondary,yes,914,no,cellular,no
50,admin.,50000,married,primary,yes,495,no,cellular,no
52,technician,60000,married,unknown,no,370,yes,cellular,no
48,management,100000,single,tertiary,no,-295,no,cellular,no
57,blue-collar,20000,married,secondary,yes,1316,no,cellular,no
36,admin.,50000,married,tertiary,yes,586,yes,cellular,no
52,housemaid,16000,divorced,primary,yes,337,no,cellular,no
59,retired,55000,married,primary,yes,13,no,cellular,no
57,blue-collar,20000,married,secondary,yes,297,no,telephone,no
37,services,70000,single,secondary,yes,62,yes,cellular,no
50,housemaid,16000,single,secondary,yes,799,no,telephone,no
48,technician,60000,married,secondary,yes,220,no,cellular,no
58,services,70000,divorced,secondary,yes,0,no,cellular,no
45,technician,60000,divorced,secondary,yes,299,yes,cellular,no
59,retired,55000,married,secondary,yes,1066,yes,cellular,no
54,management,100000,married,unknown,no,876,yes,cellular,no
47,unemployed,8000,married,primary,yes,4274,no,telephone,no
28,management,100000,married,tertiary,yes,264,no,cellular,no
55,admin.,50000,married,unknown,no,98,no,cellular,no
59,retired,55000,married,secondary,yes,524,no,cellular,no
45,management,100000,married,tertiary,yes,1874,no,cellular,no
39,admin.,50000,divorced,secondary,yes,536,no,cellular,no
45,housemaid,16000,divorced,secondary,yes,31,yes,cellular,no
58,management,100000,married,tertiary,yes,1271,yes,cellular,no
27,student,4000,single,secondary,yes,3,no,cellular,no
29,technician,60000,married,tertiary,yes,4557,no,cellular,no
50,management,100000,divorced,tertiary,no,1349,yes,cellular,no
43,unknown,0,single,unknown,no,181,no,telephone,no
46,management,100000,single,tertiary,no,625,no,cellular,no
50,blue-collar,20000,married,secondary,yes,253,no,telephone,no
26,unemployed,8000,single,secondary,yes,340,no,cellular,no
40,technician,60000,married,secondary,yes,529,no,cellular,no
45,services,70000,married,secondary,yes,-32,no,cellular,no
29,unknown,0,single,secondary,yes,1502,no,cellular,no
37,housemaid,16000,single,primary,yes,0,no,cellular,no
59,admin.,50000,married,secondary,yes,1455,yes,cellular,no
33,management,100000,single,tertiary,no,215,yes,cellular,no
41,admin.,50000,married,secondary,yes,201,no,cellular,no
54,admin.,50000,married,secondary,yes,-1089,no,cellular,yes
27,technician,60000,single,secondary,yes,1187,no,cellular,no
36,technician,60000,single,secondary,yes,480,yes,cellular,no
37,management,100000,married,secondary,yes,857,yes,cellular,no
52,admin.,50000,married,secondary,yes,199,no,cellular,no
53,technician,60000,married,tertiary,yes,476,yes,cellular,no
57,retired,55000,divorced,secondary,yes,316,no,cellular,no
48,technician,60000,married,secondary,yes,1449,yes,cellular,no
35,self-employed,60000,single,tertiary,no,4213,no,cellular,no
32,blue-collar,20000,single,secondary,yes,2746,no,cellular,no
34,unemployed,8000,single,secondary,yes,371,no,cellular,no
28,unknown,0,single,secondary,yes,4465,no,cellular,no
28,unemployed,8000,single,secondary,yes,1055,no,cellular,no
34,self-employed,60000,single,tertiary,no,36,no,telephone,no
36,admin.,50000,single,secondary,yes,0,no,cellular,no
28,technician,60000,single,tertiary,no,387,yes,cellular,no
34,blue-collar,20000,single,unknown,no,5901,no,cellular,no
54,admin.,50000,married,secondary,yes,1279,yes,cellular,no
31,services,70000,married,secondary,yes,338,yes,cellular,no
38,management,100000,married,tertiary,yes,223,no,cellular,no
44,entrepreneur,120000,married,tertiary,yes,3463,yes,cellular,no
27,technician,60000,single,secondary,yes,42,no,cellular,no
30,admin.,50000,single,secondary,yes,732,yes,cellular,no
39,blue-collar,20000,married,primary,yes,264,yes,cellular,no
47,services,70000,divorced,secondary,yes,0,no,cellular,no
32,admin.,50000,single,tertiary,no,89,no,telephone,no
31,management,100000,single,tertiary,no,288,no,cellular,no
58,unemployed,8000,married,tertiary,yes,744,no,telephone,no
60,retired,55000,married,primary,yes,1369,no,cellular,no
37,blue-collar,20000,married,secondary,yes,417,no,cellular,no
32,student,4000,married,secondary,yes,1694,yes,cellular,no
43,management,100000,single,tertiary,no,379,yes,cellular,no
48,technician,60000,married,secondary,yes,547,no,cellular,no
33,management,100000,single,tertiary,no,726,no,cellular,no
39,technician,60000,single,tertiary,no,434,yes,cellular,no
54,technician,60000,divorced,secondary,yes,0,yes,cellular,no
41,self-employed,60000,single,tertiary,no,1616,no,telephone,no
45,blue-collar,20000,married,tertiary,yes,47,yes,cellular,no
36,management,100000,married,tertiary,yes,0,yes,cellular,no
47,technician,60000,married,secondary,yes,487,no,cellular,no
29,technician,60000,single,secondary,yes,0,no,cellular,no
32,management,100000,married,tertiary,yes,393,no,cellular,no
28,services,70000,single,secondary,yes,0,no,cellular,no
53,technician,60000,married,secondary,yes,1357,no,cellular,no
59,blue-collar,20000,married,primary,yes,699,no,cellular,no
32,blue-collar,20000,married,secondary,yes,0,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,0,yes,cellular,no
55,technician,60000,married,secondary,yes,3207,no,cellular,no
32,technician,60000,single,tertiary,no,100,no,cellular,no
60,management,100000,married,primary,yes,130,no,cellular,no
32,management,100000,single,unknown,no,787,no,cellular,no
58,management,100000,married,tertiary,yes,37,no,cellular,no
33,technician,60000,single,secondary,yes,0,yes,cellular,no
29,self-employed,60000,single,secondary,yes,0,no,cellular,no
41,technician,60000,single,secondary,yes,1508,no,cellular,no
32,admin.,50000,married,secondary,yes,3473,no,cellular,no
31,technician,60000,single,tertiary,no,3222,yes,cellular,no
43,blue-collar,20000,married,secondary,yes,1035,no,cellular,no
58,technician,60000,married,secondary,yes,1,no,cellular,no
53,management,100000,married,tertiary,yes,0,no,cellular,no
33,technician,60000,single,tertiary,no,0,no,cellular,no
32,unemployed,8000,divorced,secondary,yes,527,no,cellular,no
30,management,100000,single,tertiary,no,140,no,cellular,no
46,technician,60000,divorced,tertiary,no,0,no,cellular,no
43,blue-collar,20000,married,unknown,no,117,yes,telephone,no
42,technician,60000,single,secondary,yes,-321,no,cellular,no
46,services,70000,divorced,secondary,yes,755,no,cellular,no
52,technician,60000,married,secondary,yes,1033,no,cellular,no
47,blue-collar,20000,married,primary,yes,1236,no,cellular,no
49,technician,60000,married,secondary,yes,177,yes,cellular,no
48,unemployed,8000,divorced,primary,yes,840,no,cellular,no
41,admin.,50000,single,secondary,yes,219,yes,cellular,no
42,management,100000,married,tertiary,yes,157,yes,cellular,no
50,management,100000,married,primary,yes,1458,no,cellular,no
53,blue-collar,20000,single,secondary,yes,5715,no,cellular,no
44,housemaid,16000,married,secondary,yes,122,no,cellular,no
57,services,70000,divorced,primary,yes,818,no,cellular,no
42,technician,60000,married,secondary,yes,799,no,cellular,no
30,services,70000,single,secondary,yes,117,no,cellular,no
42,services,70000,divorced,secondary,yes,466,no,cellular,no
55,blue-collar,20000,divorced,primary,yes,962,no,telephone,no
26,services,70000,single,secondary,yes,1095,no,cellular,no
45,technician,60000,married,secondary,yes,297,no,cellular,no
52,retired,55000,married,secondary,yes,414,no,cellular,no
39,management,100000,divorced,tertiary,no,6,yes,cellular,no
44,services,70000,married,secondary,yes,237,yes,cellular,no
56,technician,60000,single,tertiary,no,-528,no,cellular,no
42,self-employed,60000,married,secondary,yes,399,no,cellular,no
26,blue-collar,20000,single,secondary,yes,0,yes,cellular,no
28,technician,60000,single,tertiary,no,102,no,cellular,no
30,blue-collar,20000,married,secondary,yes,6,yes,cellular,no
48,management,100000,divorced,secondary,yes,769,no,cellular,no
55,unemployed,8000,married,primary,yes,8585,no,telephone,no
41,technician,60000,married,secondary,yes,0,no,cellular,no
55,management,100000,married,unknown,no,559,no,cellular,no
42,self-employed,60000,single,secondary,yes,429,no,cellular,no
52,management,100000,married,tertiary,yes,1392,no,cellular,no
45,blue-collar,20000,married,primary,yes,103,no,cellular,no
42,technician,60000,divorced,tertiary,no,802,no,telephone,no
42,technician,60000,married,tertiary,yes,0,no,cellular,no
29,management,100000,married,tertiary,yes,54,no,cellular,no
27,blue-collar,20000,single,primary,yes,140,no,telephone,no
43,technician,60000,married,tertiary,yes,1796,no,cellular,no
45,management,100000,married,secondary,yes,672,yes,telephone,no
27,student,4000,single,tertiary,no,1013,no,cellular,no
27,student,4000,single,secondary,yes,760,no,cellular,no
44,technician,60000,married,secondary,yes,-199,no,cellular,no
32,self-employed,60000,married,tertiary,yes,1918,no,cellular,no
26,student,4000,single,unknown,no,2020,no,telephone,no
49,services,70000,married,secondary,yes,-507,no,telephone,no
50,technician,60000,married,secondary,yes,-70,yes,cellular,no
54,management,100000,divorced,tertiary,no,1288,no,cellular,no
45,services,70000,married,secondary,yes,-33,no,cellular,no
28,student,4000,single,unknown,no,78,no,cellular,no
46,blue-collar,20000,married,primary,yes,1227,no,telephone,no
51,unemployed,8000,divorced,primary,yes,2244,no,telephone,no
59,retired,55000,divorced,secondary,yes,208,no,cellular,no
35,technician,60000,single,unknown,no,0,no,cellular,no
33,admin.,50000,married,unknown,no,664,no,cellular,no
39,management,100000,married,secondary,yes,0,no,cellular,no
30,admin.,50000,married,secondary,yes,358,no,cellular,no
53,management,100000,married,tertiary,yes,811,no,cellular,no
34,services,70000,single,tertiary,no,239,no,cellular,no
42,blue-collar,20000,single,secondary,yes,583,no,cellular,no
40,blue-collar,20000,single,primary,yes,366,yes,cellular,no
47,technician,60000,married,secondary,yes,644,no,telephone,no
37,technician,60000,divorced,secondary,yes,51,no,cellular,no
55,blue-collar,20000,married,primary,yes,1470,no,telephone,no
26,unemployed,8000,single,secondary,yes,622,no,cellular,no
27,student,4000,single,secondary,yes,585,no,cellular,no
54,housemaid,16000,married,secondary,yes,922,no,telephone,no
59,retired,55000,married,secondary,yes,4457,no,cellular,no
37,management,100000,single,tertiary,no,37,no,cellular,no
47,management,100000,married,unknown,no,1128,no,cellular,no
31,management,100000,single,tertiary,no,308,yes,cellular,no
44,management,100000,married,tertiary,yes,0,no,cellular,no
32,management,100000,single,tertiary,no,1218,yes,telephone,no
53,unknown,0,married,unknown,no,549,no,telephone,no
39,technician,60000,married,secondary,yes,24,yes,cellular,no
53,housemaid,16000,married,secondary,yes,637,no,cellular,no
39,technician,60000,married,tertiary,yes,14,no,cellular,no
33,admin.,50000,divorced,secondary,yes,1,no,cellular,no
49,technician,60000,single,unknown,no,350,no,cellular,no
28,management,100000,single,tertiary,no,95,no,telephone,no
53,technician,60000,married,primary,yes,311,no,telephone,no
35,admin.,50000,divorced,secondary,yes,1803,no,cellular,no
30,management,100000,married,tertiary,yes,1235,no,cellular,no
46,admin.,50000,married,secondary,yes,1264,no,telephone,no
54,admin.,50000,married,unknown,no,-24,no,telephone,no
54,blue-collar,20000,married,unknown,no,310,yes,telephone,no
29,services,70000,married,secondary,yes,317,no,cellular,no
51,admin.,50000,married,secondary,yes,2662,no,telephone,no
28,management,100000,single,tertiary,no,20,no,cellular,no
28,management,100000,single,tertiary,no,78,no,cellular,no
48,management,100000,married,unknown,no,375,no,cellular,no
26,technician,60000,single,tertiary,no,4130,no,cellular,no
35,technician,60000,married,secondary,yes,2,no,telephone,no
31,services,70000,single,secondary,yes,1709,no,telephone,no
32,admin.,50000,single,secondary,yes,197,no,cellular,no
31,services,70000,single,unknown,no,-10,no,cellular,yes
51,admin.,50000,single,tertiary,no,394,no,telephone,no
29,services,70000,married,secondary,yes,376,no,telephone,no
53,self-employed,60000,divorced,tertiary,no,8,no,cellular,no
35,admin.,50000,married,secondary,yes,-257,no,cellular,no
46,technician,60000,single,unknown,no,578,no,cellular,no
30,technician,60000,single,secondary,yes,800,no,telephone,no
40,admin.,50000,divorced,secondary,yes,399,no,cellular,no
45,blue-collar,20000,married,secondary,yes,-96,no,cellular,no
51,technician,60000,married,unknown,no,413,yes,telephone,no
55,unemployed,8000,married,secondary,yes,1161,yes,cellular,no
33,management,100000,single,tertiary,no,3770,no,cellular,no
47,admin.,50000,divorced,secondary,yes,95,yes,telephone,no
29,unemployed,8000,single,unknown,no,67,no,cellular,no
37,management,100000,married,primary,yes,4721,no,telephone,no
48,technician,60000,married,secondary,yes,0,no,cellular,no
29,unemployed,8000,single,primary,yes,1027,no,cellular,no
42,services,70000,married,unknown,no,177,no,telephone,no
31,services,70000,single,secondary,yes,374,no,telephone,no
37,management,100000,single,tertiary,no,695,no,cellular,no
48,unknown,0,married,secondary,yes,438,no,cellular,no
35,student,4000,single,unknown,no,0,no,telephone,no
43,management,100000,married,tertiary,yes,182,no,cellular,no
30,technician,60000,single,secondary,yes,486,no,cellular,no
38,management,100000,single,tertiary,no,2346,yes,cellular,no
43,management,100000,married,unknown,no,595,no,telephone,no
27,student,4000,single,secondary,yes,0,no,telephone,no
49,management,100000,divorced,tertiary,no,557,yes,cellular,no
31,management,100000,single,tertiary,no,86,no,cellular,no
32,management,100000,single,tertiary,no,4638,no,cellular,no
30,management,100000,married,tertiary,yes,370,no,cellular,no
26,student,4000,married,secondary,yes,289,no,cellular,no
26,student,4000,single,secondary,yes,782,no,cellular,no
34,blue-collar,20000,married,secondary,yes,1988,yes,telephone,no
26,technician,60000,single,secondary,yes,206,no,cellular,no
57,admin.,50000,married,secondary,yes,1504,yes,cellular,no
40,technician,60000,married,secondary,yes,232,no,cellular,no
33,housemaid,16000,single,secondary,yes,118,no,cellular,no
30,services,70000,divorced,secondary,yes,0,no,cellular,no
33,services,70000,married,secondary,yes,360,yes,cellular,no
33,services,70000,single,secondary,yes,459,yes,cellular,no
34,admin.,50000,single,secondary,yes,407,no,cellular,no
35,technician,60000,married,secondary,yes,-259,yes,cellular,no
60,technician,60000,married,secondary,yes,2041,no,telephone,no
29,blue-collar,20000,single,secondary,yes,1296,yes,cellular,no
32,blue-collar,20000,married,secondary,yes,257,yes,cellular,no
43,technician,60000,married,secondary,yes,373,no,telephone,no
55,technician,60000,married,secondary,yes,955,yes,cellular,no
33,admin.,50000,single,secondary,yes,13,yes,cellular,no
59,retired,55000,married,primary,yes,-411,no,cellular,no
31,blue-collar,20000,married,secondary,yes,92,yes,telephone,no
53,services,70000,married,unknown,no,164,no,cellular,no
32,technician,60000,married,tertiary,yes,0,yes,cellular,no
46,blue-collar,20000,married,secondary,yes,120,yes,cellular,no
29,admin.,50000,divorced,secondary,yes,2,no,cellular,no
36,services,70000,divorced,secondary,yes,532,yes,cellular,no
36,technician,60000,married,tertiary,yes,-290,yes,cellular,no
26,technician,60000,single,secondary,yes,152,no,cellular,no
28,unemployed,8000,single,tertiary,no,1638,no,cellular,no
35,housemaid,16000,married,tertiary,yes,2880,no,cellular,no
37,unemployed,8000,married,secondary,yes,4769,no,cellular,no
34,admin.,50000,single,secondary,yes,673,yes,cellular,no
37,unemployed,8000,married,secondary,yes,86,no,cellular,no
39,admin.,50000,married,secondary,yes,272,yes,cellular,no
35,unemployed,8000,single,secondary,yes,221,no,cellular,no
48,services,70000,single,secondary,yes,133,yes,cellular,no
31,admin.,50000,single,secondary,yes,50,no,cellular,no
30,student,4000,single,secondary,yes,336,no,cellular,no
34,management,100000,married,tertiary,yes,557,yes,cellular,no
36,management,100000,divorced,tertiary,no,36,yes,cellular,no
36,entrepreneur,120000,married,secondary,yes,313,yes,cellular,no
47,management,100000,married,tertiary,yes,1425,no,cellular,no
60,retired,55000,divorced,primary,yes,-79,yes,cellular,no
36,admin.,50000,married,secondary,yes,498,yes,cellular,no
27,self-employed,60000,single,secondary,yes,50,no,cellular,no
36,technician,60000,married,secondary,yes,319,yes,cellular,no
46,blue-collar,20000,married,secondary,yes,521,yes,cellular,no
57,retired,55000,married,secondary,yes,427,no,cellular,no
32,management,100000,single,tertiary,no,223,no,cellular,no
42,management,100000,divorced,tertiary,no,-259,no,cellular,no
45,management,100000,divorced,tertiary,no,-90,yes,cellular,no
47,blue-collar,20000,married,secondary,yes,676,yes,cellular,no
35,technician,60000,married,secondary,yes,149,yes,cellular,no
49,self-employed,60000,married,secondary,yes,-199,yes,cellular,no
32,services,70000,married,secondary,yes,268,no,cellular,no
60,technician,60000,married,secondary,yes,478,no,cellular,no
37,blue-collar,20000,married,primary,yes,345,yes,cellular,no
26,technician,60000,single,secondary,yes,455,no,cellular,no
33,management,100000,divorced,tertiary,no,893,yes,cellular,no
50,management,100000,single,tertiary,no,567,yes,cellular,no
46,entrepreneur,120000,married,secondary,yes,294,yes,cellular,no
59,management,100000,married,tertiary,yes,1857,no,cellular,no
27,student,4000,single,secondary,yes,980,no,cellular,no
32,services,70000,single,secondary,yes,486,no,cellular,no
30,management,100000,single,tertiary,no,1422,yes,cellular,no
35,management,100000,single,unknown,no,343,no,cellular,no
27,self-employed,60000,married,secondary,yes,254,yes,cellular,yes
47,retired,55000,divorced,secondary,yes,47,no,cellular,no
39,management,100000,divorced,tertiary,no,547,yes,cellular,no
41,management,100000,married,tertiary,yes,-412,yes,cellular,no
47,blue-collar,20000,married,secondary,yes,1125,yes,cellular,no
53,blue-collar,20000,married,secondary,yes,-76,no,cellular,no
29,unemployed,8000,single,secondary,yes,323,no,cellular,no
59,technician,60000,divorced,secondary,yes,-296,no,cellular,no
26,technician,60000,single,tertiary,no,252,yes,cellular,no
37,services,70000,single,secondary,yes,594,yes,cellular,no
32,unemployed,8000,married,secondary,yes,262,no,cellular,no
54,admin.,50000,married,secondary,yes,0,yes,cellular,no
51,management,100000,single,tertiary,no,0,yes,telephone,no
29,self-employed,60000,single,tertiary,no,415,no,cellular,no
28,admin.,50000,married,secondary,yes,629,yes,cellular,no
59,blue-collar,20000,married,secondary,yes,176,no,cellular,no
29,entrepreneur,120000,single,primary,yes,97,yes,cellular,no
41,admin.,50000,single,unknown,no,350,yes,cellular,no
53,retired,55000,married,tertiary,yes,1770,no,cellular,no
49,blue-collar,20000,married,primary,yes,399,no,cellular,no
59,management,100000,married,secondary,yes,1245,no,cellular,no
31,management,100000,single,tertiary,no,1120,yes,cellular,no
33,technician,60000,married,secondary,yes,22,no,cellular,no
48,services,70000,married,primary,yes,717,no,cellular,no
41,admin.,50000,single,secondary,yes,1322,yes,cellular,no
27,admin.,50000,single,tertiary,no,73,no,cellular,no
35,admin.,50000,single,secondary,yes,111,yes,cellular,no
53,blue-collar,20000,married,primary,yes,-462,no,cellular,yes
53,technician,60000,divorced,secondary,yes,388,yes,cellular,no
34,management,100000,married,tertiary,yes,498,yes,cellular,no
55,technician,60000,married,secondary,yes,273,yes,cellular,no
37,management,100000,married,tertiary,yes,1330,yes,cellular,no
40,admin.,50000,single,secondary,yes,956,yes,cellular,no
28,admin.,50000,married,secondary,yes,-97,yes,cellular,no
31,admin.,50000,single,secondary,yes,547,yes,cellular,no
42,blue-collar,20000,divorced,primary,yes,299,yes,cellular,no
31,management,100000,single,tertiary,no,1073,yes,telephone,no
32,technician,60000,single,secondary,yes,283,yes,cellular,no
41,management,100000,married,tertiary,yes,2665,yes,cellular,no
31,technician,60000,single,tertiary,no,424,no,cellular,no
54,retired,55000,divorced,tertiary,no,294,yes,cellular,no
45,management,100000,single,primary,yes,707,yes,cellular,no
27,management,100000,single,tertiary,no,791,no,cellular,no
31,management,100000,married,tertiary,yes,732,yes,cellular,no
29,unemployed,8000,single,primary,yes,550,no,cellular,no
38,entrepreneur,120000,single,tertiary,no,-274,yes,cellular,no
32,technician,60000,single,secondary,yes,540,no,cellular,no
48,services,70000,married,primary,yes,1496,yes,telephone,no
55,retired,55000,married,secondary,yes,0,no,cellular,no
29,blue-collar,20000,single,tertiary,no,251,no,cellular,no
26,blue-collar,20000,single,primary,yes,941,no,cellular,no
37,unemployed,8000,single,secondary,yes,443,no,cellular,no
52,unemployed,8000,married,primary,yes,1724,no,cellular,no
58,management,100000,divorced,secondary,yes,44,yes,cellular,no
26,unemployed,8000,married,primary,yes,205,no,cellular,no
57,unemployed,8000,married,primary,yes,2743,no,cellular,no
39,blue-collar,20000,single,tertiary,no,263,yes,cellular,no
34,management,100000,married,tertiary,yes,303,yes,cellular,no
32,management,100000,single,tertiary,no,4,no,cellular,yes
35,management,100000,single,tertiary,no,474,yes,cellular,no
36,management,100000,single,tertiary,no,-155,yes,cellular,no
35,management,100000,single,secondary,yes,81,yes,cellular,no
30,services,70000,single,secondary,yes,-386,yes,cellular,no
30,admin.,50000,single,secondary,yes,19,no,cellular,no
30,blue-collar,20000,single,secondary,yes,783,no,cellular,no
53,management,100000,married,tertiary,yes,232,yes,telephone,no
35,services,70000,married,secondary,yes,1385,yes,cellular,no
36,management,100000,married,tertiary,yes,0,yes,cellular,no
53,technician,60000,married,tertiary,yes,1405,yes,cellular,no
34,technician,60000,married,tertiary,yes,16992,yes,cellular,no
36,blue-collar,20000,married,secondary,yes,-557,yes,cellular,no
40,unemployed,8000,divorced,secondary,yes,388,no,cellular,no
33,management,100000,single,tertiary,no,1345,yes,cellular,no
35,unemployed,8000,single,tertiary,no,4959,no,cellular,no
35,blue-collar,20000,single,secondary,yes,1239,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,-81,yes,cellular,no
42,technician,60000,single,secondary,yes,-1,no,cellular,no
48,management,100000,married,primary,yes,1513,no,cellular,no
29,management,100000,married,tertiary,yes,246,yes,cellular,no
27,management,100000,married,tertiary,yes,145,no,cellular,no
45,blue-collar,20000,married,secondary,yes,4022,yes,cellular,no
40,management,100000,single,tertiary,no,1361,no,cellular,no
52,unemployed,8000,married,primary,yes,-110,no,cellular,no
32,admin.,50000,single,secondary,yes,566,yes,cellular,no
53,admin.,50000,divorced,secondary,yes,2687,yes,cellular,no
33,management,100000,married,tertiary,yes,603,yes,cellular,no
36,admin.,50000,single,secondary,yes,135,yes,cellular,no
60,retired,55000,married,unknown,no,3875,yes,cellular,no
37,services,70000,married,secondary,yes,1694,yes,cellular,no
44,management,100000,married,primary,yes,5418,yes,cellular,no
47,technician,60000,divorced,secondary,yes,440,no,cellular,no
